row_id	gene_id	GeneID	Chr	Length	Symbol	type_of_gene
11272	15319	80000	18	6052	GREB1L	protein-coding
11273	17421	114799	18	4499	ESCO1	protein-coding
11274	5435	6632	18	1600	SNRPD1	protein-coding
11275	19902	171586	18	2064	ABHD3	protein-coding
11276	35209	100302135	18	88	MIR320C1	miscRNA
11277	13950	57534	18	9308	MIB1	protein-coding
11278	25044	406922	18	88	MIR133A1	miscRNA
11279	25027	406905	18	85	MIR1-2	miscRNA
11280	30726	100128893	18	1788	GATA6-AS1	miscRNA
11281	2164	2627	18	3494	GATA6	protein-coding
11282	14536	64693	18	4315	CTAGE1	protein-coding
11283	4842	5932	18	3555	RBBP8	protein-coding
11284	16999	91768	18	5221	CABLES1	protein-coding
11285	16609	85019	18	2994	TMEM241	protein-coding
11286	7026	8780	18	4035	RIOK3	protein-coding
11287	11484	29919	18	2173	C18orf8	protein-coding
11288	3969	4864	18	4814	NPC1	protein-coding
11289	18959	147463	18	2274	ANKRD29	protein-coding
11290	3242	3909	18	10702	LAMA3	protein-coding
11291	17955	125488	18	5935	TTC39C	protein-coding
11292	10234	26256	18	2369	CABYR	protein-coding
11293	17440	114876	18	4772	OSBPL1A	protein-coding
11294	35261	100302195	18	50	MIR320C2	miscRNA
11295	13054	55364	18	3759	IMPACT	protein-coding
11296	14228	59340	18	3668	HRH4	protein-coding
11297	27901	646629	18	1173	LOC646629	pseudo
11298	29584	729950	18	2321	LOC729950	miscRNA
11299	10022	25925	18	4971	ZNF521	protein-coding
11300	5551	6760	18	3436	SS18	protein-coding
11301	18740	143471	18	1829	PSMA8	protein-coding
11302	5641	6875	18	4751	TAF4B	protein-coding
11303	38932	100506787	18	900	LOC100506787	miscRNA
11304	21311	284252	18	4101	KCTD1	protein-coding
11305	29137	728606	18	2598	LOC728606	miscRNA
11306	306	361	18	5218	AQP4	protein-coding
11307	18958	147429	18	2392	AQP4-AS1	miscRNA
11308	15895	83539	18	2246	CHST9	protein-coding
11309	831	1000	18	4367	CDH2	protein-coding
11310	35205	100302131	18	51	MIR302F	miscRNA
11311	1501	1825	18	6978	DSC3	protein-coding
11312	1500	1824	18	5245	DSC2	protein-coding
11313	1499	1823	18	4271	DSC1	protein-coding
11314	1504	1828	18	5447	DSG1	protein-coding
11315	18957	147409	18	3701	DSG4	protein-coding
11316	1506	1830	18	5551	DSG3	protein-coding
11317	1505	1829	18	5653	DSG2	protein-coding
11318	6010	7276	18	929	TTR	protein-coding
11319	7443	9331	18	4814	B4GALT6	protein-coding
11320	NA.549	100507120	18	1620	NA	NA
11321	18956	147407	18	1185	SLC25A52	protein-coding
11322	9192	22878	18	6254	TRAPPC8	protein-coding
11323	12698	54941	18	5888	RNF125	protein-coding
11324	12031	51444	18	3664	RNF138	protein-coding
11325	3494	4225	18	2312	MEP1B	protein-coding
11326	14564	64762	18	3055	GAREM	protein-coding
11327	25707	441818	18	2972	WBP11P1	pseudo
11328	13976	57565	18	4261	KLHL14	protein-coding
11329	22984	374864	18	3424	CCDC178	protein-coding
11330	15549	80816	18	7642	ASXL3	protein-coding
11331	6977	8715	18	3888	NOL4	protein-coding
11332	1512	1837	18	10428	DTNA	protein-coding
11333	8839	10982	18	3721	MAPRE2	protein-coding
11334	16239	84307	18	3321	ZNF397	protein-coding
11335	30079	100101467	18	4332	ZSCAN30	protein-coding
11336	8664	10778	18	5134	ZNF271	pseudo
11337	6253	7572	18	6311	ZNF24	protein-coding
11338	20579	252884	18	2788	ZNF396	protein-coding
11339	17954	125476	18	1088	INO80C	protein-coding
11340	2140	2589	18	3838	GALNT1	protein-coding
11341	25085	406963	18	109	MIR187	miscRNA
11342	15920	83608	18	1039	C18orf21	protein-coding
11343	NA.550	100506799	18	343	NA	NA
11344	12909	55197	18	4268	RPRD1A	protein-coding
11345	9929	25800	18	3679	SLC39A6	protein-coding
11346	12956	55250	18	2494	ELP2	protein-coding
11347	12780	55034	18	2727	MOCOS	protein-coding
11348	15418	80206	18	4942	FHOD3	protein-coding
11349	10035	25941	18	2065	TPGS2	protein-coding
11350	13952	57536	18	4854	KIAA1328	protein-coding
11351	38945	100506821	18	538	LOC100506821	miscRNA
11352	13597	56853	18	4059	CELF4	protein-coding
11353	38950	100506837	18	672	LOC100506837	miscRNA
11354	37860	100422857	18	81	MIR4318	miscRNA
11355	28103	647946	18	2147	LINC00669	miscRNA
11356	30168	100126323	18	53	MIR924	miscRNA
11357	NA.551	100506854	18	868	NA	NA
11358	26800	641516	18	1713	KC6	miscRNA
11359	4316	5289	18	3069	PIK3C3	protein-coding
11360	4915	6014	18	1093	RIT2	protein-coding
11361	5627	6860	18	4096	SYT4	protein-coding
11362	10103	26040	18	10972	SETBP1	protein-coding
11363	37832	100422829	18	85	MIR4319	miscRNA
11364	6565	8170	18	4167	SLC14A2	protein-coding
11365	5373	6563	18	4437	SLC14A1	protein-coding
11366	21316	284266	18	1505	SIGLEC15	protein-coding
11367	14100	57724	18	12698	EPG5	protein-coding
11368	7222	9050	18	3024	PSTPIP2	protein-coding
11369	421	498	18	1987	ATP5A1	protein-coding
11370	17472	115106	18	1165	HAUS1	protein-coding
11371	18953	147339	18	5465	C18orf25	protein-coding
11372	26228	494470	18	5276	RNF165	protein-coding
11373	NA.552	147341	18	605	NA	NA
11374	17952	125336	18	7789	LOXHD1	protein-coding
11375	11477	29906	18	2623	ST8SIA5	protein-coding
11376	7233	9063	18	2457	PIAS2	protein-coding
11377	15884	83473	18	2833	KATNAL2	protein-coding
11378	38970	100506888	18	1877	TCEB3CL2	protein-coding
11379	29247	728929	18	1641	TCEB3CL	protein-coding
11380	19618	162699	18	1877	TCEB3C	protein-coding
11381	11875	51224	18	3046	TCEB3B	protein-coding
11382	16071	84064	18	2185	HDHD2	protein-coding
11383	11800	51124	18	1481	IER3IP1	protein-coding
11384	28246	652991	18	3006	SKOR2	protein-coding
11385	3376	4087	18	10729	SMAD2	protein-coding
11386	20104	201501	18	3774	ZBTB7C	protein-coding
11387	30289	100127909	18	1515	LOC100127909	unknown
11388	16253	84322	18	537	C18orf12	unknown
11389	7845	9811	18	5820	CTIF	protein-coding
11390	NA.553	100506991	18	688	NA	NA
11391	3381	4092	18	3444	SMAD7	protein-coding
11392	12583	54808	18	2628	DYM	protein-coding
11393	26248	497661	18	1128	C18orf32	protein-coding
11394	35306	100302257	18	50	MIR1539	miscRNA
11395	5013	6139	18	931	RPL17	protein-coding
11396	30122	100124516	18	90	SNORD58C	snoRNA
11397	10426	26791	18	65	SNORD58A	snoRNA
11398	10425	26790	18	66	SNORD58B	snoRNA
11399	7491	9388	18	4141	LIPG	protein-coding
11400	8395	10449	18	1934	ACAA2	protein-coding
11401	28498	677769	18	421	SCARNA17	miscRNA
11402	3789	4645	18	9520	MYO5B	protein-coding
11403	37868	100422865	18	65	MIR4320	miscRNA
11404	20317	220136	18	1824	CCDC11	protein-coding
11405	3435	4152	18	3260	MBD1	protein-coding
11406	11566	30827	18	2966	CXXC1	protein-coding
11407	20316	220134	18	2918	SKA1	protein-coding
11408	4570	5596	18	4736	MAPK4	protein-coding
11409	16004	83876	18	5334	MRO	protein-coding
11410	3473	4200	18	4625	ME2	protein-coding
11411	13102	55520	18	2233	ELAC1	protein-coding
11412	3378	4089	18	8772	SMAD4	protein-coding
11413	11958	51320	18	4142	MEX3C	protein-coding
11414	1350	1630	18	10210	DCC	protein-coding
11415	7155	8932	18	3010	MBD2	protein-coding
11416	28540	677819	18	129	SNORA37	snoRNA
11417	9026	11201	18	6058	POLI	protein-coding
11418	18952	147323	18	663	STARD6	protein-coding
11419	19617	162681	18	5023	C18orf54	protein-coding
11420	21312	284254	18	2027	DYNAP	protein-coding
11421	4787	5874	18	1331	RAB27B	protein-coding
11422	NA.554	100507649	18	1013	NA	NA
11423	15477	80323	18	4206	CCDC68	protein-coding
11424	5690	6925	18	8332	TCF4	protein-coding
11425	32213	100132501	18	4071	LOC100132501	unknown
11426	38343	100505474	18	2392	LOC100505474	miscRNA
11427	7458	9352	18	1429	TXNL1	protein-coding
11428	NA.555	100505499	18	567	NA	NA
11429	9553	23335	18	7282	WDR7	protein-coding
11430	NA.556	100505529	18	582	NA	NA
11431	21313	284257	18	3347	BOD1L2	protein-coding
11432	11732	51046	18	10154	ST8SIA3	protein-coding
11433	7567	9480	18	16122	ONECUT2	protein-coding
11434	1828	2235	18	7278	FECH	protein-coding
11435	3818	4677	18	2868	NARS	protein-coding
11436	38371	100505549	18	2204	LOC100505549	protein-coding
11437	4247	5205	18	5938	ATP8B1	protein-coding
11438	21321	284288	18	564	RSL24D1P11	pseudo
11439	9546	23327	18	9625	NEDD4L	protein-coding
11440	NA.557	100505580	18	574	NA	NA
11441	25028	406906	18	85	MIR122	miscRNA
11442	17503	115701	18	7303	ALPK2	protein-coding
11443	8760	10892	18	5029	MALT1	protein-coding
11444	12916	55205	18	6464	ZNF532	protein-coding
11445	23922	390858	18	531	OACYLP	pseudo
11446	16885	90701	18	782	SEC11C	protein-coding
11447	2426	2922	18	848	GRP	protein-coding
11448	11555	30062	18	3197	RAX	protein-coding
11449	22138	339302	18	1966	CPLX4	protein-coding
11450	3307	3998	18	4835	LMAN1	protein-coding
11451	18954	147372	18	6260	CCBE1	protein-coding
11452	4387	5366	18	1936	PMAIP1	protein-coding
11453	3443	4160	18	1438	MC4R	protein-coding
11454	NA.558	100505626	18	830	NA	NA
11455	10747	28316	18	2855	CDH20	protein-coding
11456	31637	100130938	18	653	LOC100130938	miscRNA
11457	20331	220441	18	1805	RNF152	protein-coding
11458	9728	23556	18	4876	PIGN	protein-coding
11459	14018	57614	18	5454	KIAA1468	protein-coding
11460	7036	8792	18	3126	TNFRSF11A	protein-coding
11461	12642	54877	18	5543	ZCCHC2	protein-coding
11462	NA.559	100505657	18	681	NA	NA
11463	9476	23239	18	6401	PHLPP1	protein-coding
11464	489	596	18	6620	BCL2	protein-coding
11465	2089	2531	18	5198	KDSR	protein-coding
11466	7602	9525	18	3380	VPS4B	protein-coding
11467	4295	5268	18	2633	SERPINB5	protein-coding
11468	16739	89777	18	1218	SERPINB12	protein-coding
11469	4302	5275	18	3180	SERPINB13	protein-coding
11470	5160	6318	18	1719	SERPINB4	protein-coding
11471	5159	6317	18	1777	SERPINB3	protein-coding
11472	16740	89778	18	1731	SERPINB11	protein-coding
11473	6973	8710	18	2313	SERPINB7	protein-coding
11474	4122	5055	18	2166	SERPINB2	protein-coding
11475	4300	5273	18	1194	SERPINB10	protein-coding
11476	21322	284293	18	626	HMSD	protein-coding
11477	4298	5271	18	3786	SERPINB8	protein-coding
11478	20376	221241	18	869	LINC00305	miscRNA
11479	21323	284294	18	1722	LOC284294	miscRNA
11480	24473	400654	18	2408	LOC400654	miscRNA
11481	836	1005	18	2958	CDH7	protein-coding
11482	10931	28513	18	3185	CDH19	protein-coding
11483	17031	92126	18	9281	DSEL	protein-coding
11484	27106	643542	18	2991	LOC643542	miscRNA
11485	30837	100129135	18	879	LOC100129135	pseudo
11486	12426	54495	18	4745	TMX3	protein-coding
11487	15197	79839	18	2919	CCDC102B	protein-coding
11488	NA.560	100505756	18	559	NA	NA
11489	20320	220164	18	8897	DOK6	protein-coding
11490	8585	10666	18	2638	CD226	protein-coding
11491	10015	25914	18	7096	RTTN	protein-coding
11492	7423	9306	18	5846	SOCS6	protein-coding
11493	38462	100505776	18	2953	LOC100505776	miscRNA
11494	18955	147381	18	2894	CBLN2	protein-coding
11495	15819	81832	18	3921	NETO1	protein-coding
11496	38473	100505797	18	285	LOC100505797	miscRNA
11497	NA.561	100505807	18	225	NA	NA
11498	24474	400655	18	2654	LOC400655	miscRNA
11499	38479	100505817	18	1166	LOC100505817	miscRNA
11500	20101	201456	18	1850	FBXO15	protein-coding
11501	11389	29090	18	1534	TIMM21	protein-coding
11502	1269	1528	18	832	CYB5A	protein-coding
11503	27240	644041	18	5065	C18orf63	protein-coding
11504	17956	125704	18	2042	FAM69C	protein-coding
11505	NA.562	100505838	18	500	NA	NA
11506	13268	55748	18	5367	CNDP2	protein-coding
11507	16428	84735	18	2198	CNDP1	protein-coding
11508	24475	400657	18	3474	LINC00909	miscRNA
11509	13170	55628	18	9038	ZNF407	protein-coding
11510	21318	284273	18	5495	ZADH2	protein-coding
11511	8176	10194	18	4967	TSHZ1	protein-coding
11512	21319	284274	18	1369	SMIM21	protein-coding
11513	38497	100505853	18	1899	LOC100505853	miscRNA
11514	35528	100313773	18	31	MIR548H2	miscRNA
11515	7711	9658	18	8627	ZNF516	protein-coding
11516	NA.563	100505867	18	588	NA	NA
11517	24476	400658	18	2077	FLJ44313	protein-coding
11518	21320	284276	18	2243	LINC00908	miscRNA
11519	24477	400660	18	3510	LINC00683	miscRNA
11520	24478	400661	18	2337	FLJ44881	unknown
11521	6355	7776	18	8124	ZNF236	protein-coding
11522	3438	4155	18	6900	MBP	protein-coding
11523	NA.564	100505965	18	811	NA	NA
11524	2138	2587	18	2787	GALR1	protein-coding
11525	NA.565	100132713	18	3048	NA	NA
11526	27561	645321	18	997	LOC645321	miscRNA
11527	10607	27164	18	4775	SALL3	protein-coding
11528	NA.566	100128256	18	723	NA	NA
11529	22985	374868	18	4358	ATP9B	protein-coding
11530	3894	4772	18	5780	NFATC1	protein-coding
11531	NA.567	100127987	18	2268	NA	NA
11532	7307	9150	18	3750	CTDP1	protein-coding
11533	10230	26251	18	1401	KCNG2	protein-coding
11534	15387	80148	18	2544	PQLC1	protein-coding
11535	25431	440498	18	750	HSBP1L1	protein-coding
11536	8775	10907	18	1387	TXNL4A	protein-coding
11537	15218	79863	18	5679	RBFA	protein-coding
11538	38603	100506070	18	797	RBFADN	miscRNA
11539	9169	22850	18	5388	ADNP2	protein-coding
11540	NA.568	100506109	18	527	NA	NA
11541	31462	100130522	18	3737	PARD6G-AS1	miscRNA
11542	16335	84552	18	3836	PARD6G	protein-coding
11543	NA.569	100506089	18	2379	NA	NA
11544	23044	375690	19	1137	WASH5P	pseudo
11545	37922	100422919	19	138	MIR1302-11	miscRNA
11546	26815	641702	19	1130	FAM138F	miscRNA
11547	15596	81099	19	918	OR4F17	protein-coding
11548	NA.570	100507200	19	472	NA	NA
11549	24342	399844	19	4874	LINC01002	miscRNA
11550	NA.571	100506729	19	861	NA	NA
11551	6893	8612	19	1529	PPAP2C	protein-coding
11552	12450	54531	19	2762	MIER2	protein-coding
11553	11936	51298	19	1322	THEG	protein-coding
11554	18023	126567	19	3124	C2CD4C	protein-coding
11555	9901	25759	19	2494	SHC2	protein-coding
11556	21378	284451	19	1604	ODF3L2	protein-coding
11557	6567	8174	19	1537	MADCAM1	protein-coding
11558	17021	91978	19	1114	TPGS1	protein-coding
11559	828	997	19	1445	CDC34	protein-coding
11560	2499	3004	19	947	GZMM	protein-coding
11561	564	682	19	2260	BSG	protein-coding
11562	502	610	19	3408	HCN2	protein-coding
11563	4437	5442	19	3800	POLRMT	protein-coding
11564	10519	27006	19	513	FGF22	protein-coding
11565	13193	55658	19	1650	RNF126	protein-coding
11566	8249	10272	19	2511	FSTL3	protein-coding
11567	24481	400668	19	1053	PRSS57	protein-coding
11568	4126	5064	19	2874	PALM	protein-coding
11569	18006	126353	19	2851	MISP	protein-coding
11570	4681	5725	19	3281	PTBP1	protein-coding
11571	15284	79948	19	2357	LPPR3	protein-coding
11572	37857	100422854	19	70	MIR3187	miscRNA
11573	465	566	19	912	AZU1	protein-coding
11574	4623	5657	19	1001	PRTN3	protein-coding
11575	1624	1991	19	924	ELANE	protein-coding
11576	1390	1675	19	1173	CFD	protein-coding
11577	8034	10025	19	2924	MED16	protein-coding
11578	16938	91300	19	1809	R3HDM4	protein-coding
11579	16362	84634	19	1625	KISS1R	protein-coding
11580	1496	1820	19	2823	ARID3A	protein-coding
11581	13875	57418	19	1551	WDR18	protein-coding
11582	17565	116444	19	3254	GRIN3B	protein-coding
11583	16939	91304	19	2708	TMEM259	protein-coding
11584	1041	1265	19	2458	CNN2	protein-coding
11585	8315	10347	19	6819	ABCA7	protein-coding
11586	9700	23526	19	4264	HMHA1	protein-coding
11587	4429	5434	19	2866	POLR2E	protein-coding
11588	2385	2879	19	1219	GPX4	protein-coding
11589	9215	22904	19	5110	SBNO2	protein-coding
11590	5582	6794	19	3276	STK11	protein-coding
11591	20699	255057	19	2564	C19orf26	protein-coding
11592	427	513	19	996	ATP5D	protein-coding
11593	16788	90007	19	3793	MIDN	protein-coding
11594	19007	148046	19	1356	CIRBP-AS1	miscRNA
11595	964	1153	19	3263	CIRBP	protein-coding
11596	12758	55009	19	895	C19orf24	protein-coding
11597	1585	1943	19	642	EFNA2	protein-coding
11598	NA.572	100506781	19	967	NA	NA
11599	NA.573	100287367	19	579	NA	NA
11600	16554	84939	19	4214	MUM1	protein-coding
11601	22953	374291	19	786	NDUFS7	protein-coding
11602	2144	2593	19	1371	GAMT	protein-coding
11603	10319	26528	19	2274	DAZAP1	protein-coding
11604	5072	6209	19	531	RPS15	protein-coding
11605	NA.574	100506822	19	468	NA	NA
11606	8272	10297	19	10151	APC2	protein-coding
11607	NA.575	100506848	19	863	NA	NA
11608	19021	148223	19	2257	C19orf25	protein-coding
11609	12555	54760	19	2661	PCSK4	protein-coding
11610	17100	92840	19	1373	REEP6	protein-coding
11611	22145	339366	19	2857	ADAMTSL5	protein-coding
11612	18018	126520	19	1928	PLK5	protein-coding
11613	24306	399664	19	2850	MEX3D	protein-coding
11614	12249	53615	19	2559	MBD3	protein-coding
11615	8834	10975	19	1335	UQCR11	protein-coding
11616	5694	6929	19	4673	TCF3	protein-coding
11617	23925	390874	19	1485	ONECUT3	protein-coding
11618	19022	148229	19	5256	ATP8B3	protein-coding
11619	13884	57455	19	4581	REXO1	protein-coding
11620	35271	100302210	19	80	MIR1909	miscRNA
11621	34724	100288123	19	1698	LOC100288123	miscRNA
11622	15986	83855	19	2887	KLF16	protein-coding
11623	15853	81926	19	1716	ABHD17A	protein-coding
11624	17312	113178	19	2526	SCAMP4	protein-coding
11625	17313	113179	19	1580	ADAT3	protein-coding
11626	1204	1455	19	2905	CSNK1G2	protein-coding
11627	20711	255193	19	1313	CSNK1G2-AS1	miscRNA
11628	13181	55643	19	2618	BTBD2	protein-coding
11629	2378	2872	19	3785	MKNK2	protein-coding
11630	18002	126308	19	3331	MOB3A	protein-coding
11631	17311	113177	19	1015	IZUMO4	protein-coding
11632	7165	8943	19	5014	AP3D1	protein-coding
11633	16287	84444	19	7436	DOT1L	protein-coding
11634	12836	55111	19	1215	PLEKHJ1	protein-coding
11635	35326	100302283	19	88	MIR1227	miscRNA
11636	6568	8175	19	1650	SF3A2	protein-coding
11637	224	268	19	2018	AMH	protein-coding
11638	38031	100423031	19	80	MIR4321	miscRNA
11639	18001	126306	19	1145	JSRP1	protein-coding
11640	4038	4946	19	1145	OAZ1	protein-coding
11641	22986	374872	19	2570	C19orf35	protein-coding
11642	27526	645191	19	2130	LINGO3	protein-coding
11643	31155	100129831	19	959	LOC100129831	unknown
11644	12164	51690	19	520	LSM7	protein-coding
11645	13638	56928	19	3814	SPPL2B	protein-coding
11646	22938	360200	19	3180	TMPRSS9	protein-coding
11647	10311	26517	19	1956	TIMM13	protein-coding
11648	16467	84823	19	4635	LMNB2	protein-coding
11649	3762	4616	19	1375	GADD45B	protein-coding
11650	2304	2788	19	4146	GNG7	protein-coding
11651	19024	148252	19	3398	DIRAS1	protein-coding
11652	11533	29985	19	3948	SLC39A3	protein-coding
11653	5274	6449	19	2315	SGTA	protein-coding
11654	5816	7064	19	2550	THOP1	protein-coding
11655	17476	115196	19	3698	ZNF554	protein-coding
11656	19025	148254	19	8547	ZNF555	protein-coding
11657	15342	80032	19	1632	ZNF556	protein-coding
11658	17998	126295	19	2003	ZNF57	protein-coding
11659	14172	58492	19	2040	ZNF77	protein-coding
11660	15178	79816	19	2017	TLE6	protein-coding
11661	5839	7089	19	2920	TLE2	protein-coding
11662	143	166	19	1943	AES	protein-coding
11663	2283	2767	19	1613	GNA11	protein-coding
11664	2285	2769	19	2132	GNA15	protein-coding
11665	6964	8698	19	1595	S1PR4	protein-coding
11666	13636	56926	19	3733	NCLN	protein-coding
11667	14295	60680	19	5259	CELF5	protein-coding
11668	3903	4782	19	2493	NFIC	protein-coding
11669	21368	284422	19	908	C19orf77	protein-coding
11670	15885	83475	19	2060	DOHH	protein-coding
11671	11975	51343	19	3624	FZR1	protein-coding
11672	18003	126321	19	2818	MFSD12	protein-coding
11673	30595	100128569	19	671	C19orf71	protein-coding
11674	8326	10362	19	1584	HMG20B	protein-coding
11675	18004	126326	19	4317	GIPC3	protein-coding
11676	5680	6915	19	2601	TBXA2R	protein-coding
11677	14186	58509	19	3625	CACTIN	protein-coding
11678	9600	23396	19	5047	PIP5K1C	protein-coding
11679	10589	27134	19	2859	TJP3	protein-coding
11680	7621	9546	19	2158	APBA3	protein-coding
11681	17577	116541	19	623	MRPL54	protein-coding
11682	16476	84839	19	2155	RAX2	protein-coding
11683	3428	4145	19	2551	MATK	protein-coding
11684	9458	23217	19	5725	ZFR2	protein-coding
11685	16624	85300	19	5036	ATCAY	protein-coding
11686	10639	27231	19	1126	NMRK2	protein-coding
11687	1337	1613	19	2105	DAPK3	protein-coding
11688	28753	693222	19	99	MIR637	miscRNA
11689	1581	1938	19	3158	EEF2	protein-coding
11690	10445	26812	19	66	SNORD37	snoRNA
11691	12110	51588	19	1737	PIAS4	protein-coding
11692	11974	51341	19	4441	ZBTB7A	protein-coding
11693	4579	5605	19	1734	MAP2K2	protein-coding
11694	16411	84699	19	2584	CREB3L3	protein-coding
11695	12088	51548	19	1636	SIRT6	protein-coding
11696	19854	170961	19	4026	ANKRD24	protein-coding
11697	8138	10148	19	1138	EBI3	protein-coding
11698	13229	55702	19	1397	CCDC94	protein-coding
11699	13664	56961	19	2576	SHD	protein-coding
11700	17995	126259	19	1267	TMIGD2	protein-coding
11701	14874	79187	19	1847	FSD1	protein-coding
11702	13162	55620	19	1537	STAP2	protein-coding
11703	16567	84954	19	1657	MPND	protein-coding
11704	NA.576	100506931	19	330	NA	NA
11705	5279	6455	19	2443	SH3GL1	protein-coding
11706	8040	10036	19	3343	CHAF1A	protein-coding
11707	15503	80700	19	1993	UBXN6	protein-coding
11708	16419	84717	19	2325	HDGFRP2	protein-coding
11709	29399	729359	19	6353	PLIN4	protein-coding
11710	25432	440503	19	2442	PLIN5	protein-coding
11711	17591	116844	19	1780	LRG1	protein-coding
11712	8445	10501	19	3714	SEMA6B	protein-coding
11713	17997	126282	19	3960	TNFAIP8L1	protein-coding
11714	13424	56005	19	1051	C19orf10	protein-coding
11715	16916	91039	19	4270	DPP9	protein-coding
11716	31699	100131094	19	3071	LOC100131094	protein-coding
11717	21369	284424	19	768	MIR7-3HG	miscRNA
11718	25165	407045	19	110	MIR7-3	miscRNA
11719	NA.577	100506984	19	502	NA	NA
11720	13105	55527	19	3844	FEM1A	protein-coding
11721	NA.578	100507004	19	594	NA	NA
11722	19006	148022	19	2703	TICAM1	protein-coding
11723	8207	10226	19	2340	PLIN3	protein-coding
11724	27597	645432	19	1638	ARRDC5	protein-coding
11725	11423	29128	19	4222	UHRF1	protein-coding
11726	9305	23030	19	5604	KDM4B	protein-coding
11727	39022	100507022	19	746	LOC100507022	unknown
11728	NA.579	100507052	19	2536	NA	NA
11729	NA.580	100507080	19	556	NA	NA
11730	4744	5802	19	7347	PTPRS	protein-coding
11731	19008	148066	19	1442	ZNRF4	protein-coding
11732	20798	257000	19	3693	TINCR	miscRNA
11733	7717	9667	19	3318	SAFB2	protein-coding
11734	5140	6294	19	2988	SAFB	protein-coding
11735	17968	125988	19	900	C19orf70	protein-coding
11736	22987	374875	19	1724	HSD11B1L	protein-coding
11737	9985	25873	19	604	RPL36	protein-coding
11738	7465	9361	19	3111	LONP1	protein-coding
11739	20801	257062	19	2513	CATSPERD	protein-coding
11740	19642	163154	19	1392	PRR22	protein-coding
11741	13640	56931	19	2113	DUS3L	protein-coding
11742	3999	4902	19	1104	NRTN	protein-coding
11743	2086	2528	19	3137	FUT6	protein-coding
11744	2083	2525	19	2590	FUT3	protein-coding
11745	2085	2527	19	1988	FUT5	protein-coding
11746	18005	126328	19	2933	NDUFA11	protein-coding
11747	24482	400673	19	1670	VMAC	protein-coding
11748	686	828	19	1609	CAPS	protein-coding
11749	6793	8498	19	3402	RANBP3	protein-coding
11750	4891	5990	19	4112	RFX2	protein-coding
11751	15781	81616	19	2712	ACSBG2	protein-coding
11752	NA.581	100507094	19	2376	NA	NA
11753	3547	4298	19	4505	MLLT1	protein-coding
11754	17967	125981	19	1088	ACER1	protein-coding
11755	6577	8192	19	1151	CLPP	protein-coding
11756	16200	84266	19	1331	ALKBH7	protein-coding
11757	4595	5623	19	471	PSPN	protein-coding
11758	31598	100130856	19	2177	LOC100130856	unknown
11759	2459	2962	19	2551	GTF2F1	protein-coding
11760	6862	8570	19	3254	KHSRP	protein-coding
11761	21370	284427	19	1551	SLC25A41	protein-coding
11762	14812	79085	19	3460	SLC25A23	protein-coding
11763	17060	92359	19	1108	CRB3	protein-coding
11764	15291	79958	19	2795	DENND1C	protein-coding
11765	8338	10382	19	2287	TUBB4A	protein-coding
11766	NA.582	100126300	19	87	NA	NA
11767	7002	8744	19	1665	TNFSF9	protein-coding
11768	806	970	19	913	CD70	protein-coding
11769	6998	8740	19	2894	TNFSF14	protein-coding
11770	593	718	19	5101	C3	protein-coding
11771	13637	56927	19	2380	GPR108	protein-coding
11772	7436	9322	19	2011	TRIP10	protein-coding
11773	8047	10045	19	2358	SH2D3A	protein-coding
11774	6118	7409	19	2888	VAV1	protein-coding
11775	1646	2015	19	3123	EMR1	protein-coding
11776	21932	326342	19	2732	EMR4P	pseudo
11777	26237	497049	19	1463	FLJ25758	pseudo
11778	29435	729458	19	643	LOC729458	protein-coding
11779	21371	284428	19	773	MBD3L5	protein-coding
11780	28380	653656	19	773	MBD3L4	protein-coding
11781	17969	125997	19	774	MBD3L2	protein-coding
11782	28381	653657	19	773	MBD3L3	protein-coding
11783	14880	79230	19	6002	ZNF557	protein-coding
11784	3022	3643	19	9059	INSR	protein-coding
11785	NA.583	100507169	19	1800	NA	NA
11786	9581	23370	19	5876	ARHGEF18	protein-coding
11787	30597	100128573	19	525	LOC100128573	miscRNA
11788	17107	92960	19	1062	PEX11G	protein-coding
11789	22988	374877	19	1679	C19orf45	protein-coding
11790	18582	140467	19	1953	ZNF358	protein-coding
11791	13814	57192	19	2098	MCOLN1	protein-coding
11792	8776	10908	19	5028	PNPLA6	protein-coding
11793	14052	57662	19	4185	CAMSAP3	protein-coding
11794	13655	56949	19	2655	XAB2	protein-coding
11795	31959	100131801	19	429	PET100	protein-coding
11796	17971	126006	19	706	PCP2	protein-coding
11797	5592	6813	19	1890	STXBP2	protein-coding
11798	13582	56729	19	478	RETN	protein-coding
11799	19996	199675	19	1308	C19orf59	protein-coding
11800	17970	126003	19	850	TRAPPC5	protein-coding
11801	1805	2208	19	1615	FCER2	protein-coding
11802	22146	339390	19	1360	CLEC4G	protein-coding
11803	11571	30835	19	4428	CD209	protein-coding
11804	8302	10332	19	2404	CLEC4M	protein-coding
11805	25433	440508	19	1935	CLEC4GP1	pseudo
11806	17505	115704	19	3846	EVI5L	protein-coding
11807	15397	80164	19	4517	FLJ22184	protein-coding
11808	23410	388499	19	1614	LOC388499	pseudo
11809	15378	80131	19	3602	LRRC8E	protein-coding
11810	4583	5609	19	3372	MAP2K7	protein-coding
11811	39289	100507588	19	921	TGFBR3L	protein-coding
11812	5422	6618	19	1688	SNAPC2	protein-coding
11813	24961	404217	19	1263	CTXN1	protein-coding
11814	8414	10469	19	2000	TIMM44	protein-coding
11815	1627	1994	19	6058	ELAVL1	protein-coding
11816	5207	6370	19	891	CCL25	protein-coding
